"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-17 21:00","2022","03","17","21:00","8.6","","5.4","","80","","","M","29","","8","","","M","98.88","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-17 22:00","2022","03","17","22:00","9.9","","5.9","","76","","","M","19","","3","","","M","98.88","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-17 23:00","2022","03","17","23:00","9.7","","5.8","","77","","","M","28","","13","","","M","98.87","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 00:00","2022","03","18","00:00","9.9","","6.2","","78","","","M","29","","12","","","M","98.88","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 01:00","2022","03","18","01:00","9.4","","6.0","","79","","","M","29","","10","","","M","98.89","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 02:00","2022","03","18","02:00","7.5","","5.0","","84","","","M","31","","17","","","M","98.92","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 03:00","2022","03","18","03:00","8.2","","5.1","","80","","","M","30","","17","","","M","98.94","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 04:00","2022","03","18","04:00","6.9","","4.1","","82","","","M","32","","17","","","M","98.95","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 05:00","2022","03","18","05:00","7.3","","3.2","","75","","","M","30","","15","","","M","98.97","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 06:00","2022","03","18","06:00","7.7","","2.8","","71","","","M","33","","18","","","M","98.96","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 07:00","2022","03","18","07:00","7.8","","2.4","","69","","","M","27","","11","","","M","99.10","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 08:00","2022","03","18","08:00","7.9","","2.3","","68","","","M","29","","15","","","M","99.15","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 09:00","2022","03","18","09:00","7.6","","2.8","","72","","","M","32","","14","","","M","99.23","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 10:00","2022","03","18","10:00","8.5","","2.6","","67","","","M","33","","16","","","M","99.23","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 11:00","2022","03","18","11:00","10.2","","3.7","","64","","","M","33","","13","","","M","99.20","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 12:00","2022","03","18","12:00","10.9","","4.1","","63","","","M","35","","10","","","M","99.17","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 13:00","2022","03","18","13:00","10.8","","4.4","","65","","","M","32","","12","","","M","99.18","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 14:00","2022","03","18","14:00","10.2","","4.3","","66","","","M","32","","13","","","M","99.13","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 15:00","2022","03","18","15:00","9.4","","4.3","","70","","","M","32","","14","","","M","99.07","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 16:00","2022","03","18","16:00","9.6","","3.6","","66","","","M","2","","10","","","M","99.04","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 17:00","2022","03","18","17:00","9.4","","4.1","","69","","","M","35","","10","","","M","98.99","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 18:00","2022","03","18","18:00","9.1","","3.6","","69","","","M","3","","12","","","M","98.93","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 19:00","2022","03","18","19:00","7.4","","3.5","","76","","","M","30","","13","","","M","98.93","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 20:00","2022","03","18","20:00","7.5","","3.5","","76","","","M","29","","10","","","M","98.96","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 21:00","2022","03","18","21:00","7.4","","3.4","","76","","","M","2","","10","","","M","98.89","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 22:00","2022","03","18","22:00","7.4","","3.0","","73","","","M","5","","13","","","M","98.76","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-18 23:00","2022","03","18","23:00","6.9","","2.7","","75","","","M","4","","16","","","M","98.64","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 00:00","2022","03","19","00:00","6.9","","2.9","","76","","","M","4","","18","","","M","98.45","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 01:00","2022","03","19","01:00","6.3","","3.6","","83","","","M","30","","9","","","M","98.42","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 02:00","2022","03","19","02:00","5.9","","3.3","","84","","","M","35","","1","","","M","98.39","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 03:00","2022","03","19","03:00","5.9","","2.8","","80","","","M","36","","9","","","M","98.32","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 04:00","2022","03","19","04:00","5.5","","2.9","","83","","","M","1","","2","","","M","98.22","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 05:00","2022","03","19","05:00","5.6","","3.0","","83","","","M","16","","8","","","M","98.18","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 06:00","2022","03","19","06:00","5.5","","3.6","","87","","","M","16","","10","","","M","98.14","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 07:00","2022","03","19","07:00","5.8","","4.2","","89","","","M","36","","4","","","M","98.14","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 08:00","2022","03","19","08:00","5.7","","4.8","","94","","","M","7","","8","","","M","98.11","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 09:00","2022","03","19","09:00","5.7","","5.3","","97","","","M","14","","9","","","M","98.07","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 10:00","2022","03","19","10:00","6.0","","5.7","","98","","","M","14","","14","","","M","98.04","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 11:00","2022","03","19","11:00","5.5","","5.3","","98","","","M","13","","16","","","M","98.02","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 12:00","2022","03","19","12:00","5.6","","5.5","","99","","","M","13","","12","","","M","97.94","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 13:00","2022","03","19","13:00","5.6","","5.4","","99","","","M","13","","9","","","M","97.87","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 14:00","2022","03","19","14:00","5.5","","5.4","","99","","","M","9","","6","","","M","97.81","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 15:00","2022","03","19","15:00","5.9","","5.8","","99","","","M","15","","13","","","M","97.78","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 16:00","2022","03","19","16:00","6.5","","6.5","","99","","","M","16","","11","","","M","97.75","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 17:00","2022","03","19","17:00","6.4","","6.3","","99","","","M","16","","11","","","M","97.74","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 18:00","2022","03","19","18:00","7.5","","7.4","","99","","","M","22","","20","","","M","97.77","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 19:00","2022","03","19","19:00","7.6","","7.2","","98","","","M","24","","24","","","M","97.84","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 20:00","2022","03","19","20:00","8.4","","6.8","","89","","","M","26","","27","","","M","97.90","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 21:00","2022","03","19","21:00","7.4","","5.5","","88","","","M","26","","31","","","M","97.97","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 22:00","2022","03","19","22:00","6.2","","4.0","","86","","","M","26","","32","","","M","98.04","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-19 23:00","2022","03","19","23:00","4.7","","3.0","","89","","","M","26","","26","","","M","98.12","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 00:00","2022","03","20","00:00","3.9","","2.7","","92","","","M","26","","25","","","M","98.16","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 01:00","2022","03","20","01:00","3.7","","2.2","","90","","","M","26","","29","","","M","98.23","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 02:00","2022","03","20","02:00","3.6","","2.0","","89","","","M","26","","21","","","M","98.26","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 03:00","2022","03","20","03:00","3.3","","1.1","","86","","","M","26","","29","","","M","98.31","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 04:00","2022","03","20","04:00","2.8","","1.1","","89","","","M","26","","25","","","M","98.35","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 05:00","2022","03","20","05:00","2.3","","1.2","","92","","","M","26","","11","","","M","98.43","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 06:00","2022","03","20","06:00","1.7","","0.9","","95","","","M","27","","24","","","M","98.49","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 07:00","2022","03","20","07:00","1.8","","1.1","","95","","","M","27","","11","","","M","98.59","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 08:00","2022","03","20","08:00","2.1","","1.2","","93","","","M","29","","25","","","M","98.66","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 09:00","2022","03","20","09:00","2.9","","1.1","","87","","","M","29","","22","","","M","98.73","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 10:00","2022","03","20","10:00","3.4","","0.9","","84","","","M","30","","27","","","M","98.80","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 11:00","2022","03","20","11:00","5.2","","1.4","","76","","","M","30","","31","","","M","98.86","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 12:00","2022","03","20","12:00","6.7","","1.1","","68","","","M","31","","37","","","M","98.90","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 13:00","2022","03","20","13:00","8.7","","-1.0","","50","","","M","30","","28","","","M","98.94","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 14:00","2022","03","20","14:00","9.3","","-4.8","","37","","","M","29","","32","","","M","98.99","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 15:00","2022","03","20","15:00","9.6","","-5.6","","34","","","M","30","","35","","","M","99.05","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 16:00","2022","03","20","16:00","9.5","","-5.7","","34","","","M","30","","34","","","M","99.12","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 17:00","2022","03","20","17:00","9.1","","-5.0","","37","","","M","31","","34","","","M","99.18","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 18:00","2022","03","20","18:00","8.2","","-4.4","","40","","","M","30","","27","","","M","99.26","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 19:00","2022","03","20","19:00","7.0","","-3.8","","46","","","M","29","","20","","","M","99.34","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 20:00","2022","03","20","20:00","6.4","","-3.9","","48","","","M","28","","24","","","M","99.39","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 21:00","2022","03","20","21:00","5.3","","-3.5","","53","","","M","28","","22","","","M","99.48","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 22:00","2022","03","20","22:00","4.5","","-2.6","","60","","","M","30","","22","","","M","99.49","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-20 23:00","2022","03","20","23:00","3.7","","-2.5","","64","","","M","28","","19","","","M","99.52","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 00:00","2022","03","21","00:00","2.9","","-2.8","","66","","","M","29","","16","","","M","99.52","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 01:00","2022","03","21","01:00","3.2","","-3.6","","61","","","M","29","","8","","","M","99.53","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 02:00","2022","03","21","02:00","2.4","","-3.9","","63","","","M","27","","10","","","M","99.51","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 03:00","2022","03","21","03:00","1.2","","-3.3","","72","","","M","26","","10","","","M","99.54","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 04:00","2022","03","21","04:00","1.4","","-3.5","","70","","","M","27","","21","","","M","99.56","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 05:00","2022","03","21","05:00","3.7","","-3.3","","60","","","M","29","","22","","","M","99.59","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 06:00","2022","03","21","06:00","3.3","","-3.3","","62","","","M","29","","21","","","M","99.66","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 07:00","2022","03","21","07:00","3.7","","-3.2","","61","","","M","29","","22","","","M","99.71","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 08:00","2022","03","21","08:00","5.2","","-2.6","","57","","","M","30","","26","","","M","99.74","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 09:00","2022","03","21","09:00","6.4","","-2.2","","54","","","M","29","","23","","","M","99.74","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 10:00","2022","03","21","10:00","7.9","","-1.6","","51","","","M","29","","26","","","M","99.73","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 11:00","2022","03","21","11:00","9.8","","-0.9","","47","","","M","28","","28","","","M","99.72","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 12:00","2022","03","21","12:00","10.7","","-0.5","","46","","","M","29","","30","","","M","99.72","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 13:00","2022","03","21","13:00","10.4","","1.1","","52","","","M","29","","28","","","M","99.71","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 14:00","2022","03","21","14:00","9.6","","-0.6","","49","","","M","31","","34","","","M","99.71","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 15:00","2022","03","21","15:00","8.4","","-3.5","","43","","","M","30","","29","","","M","99.72","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 16:00","2022","03","21","16:00","7.9","","-4.1","","42","","","M","32","","23","","","M","99.68","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 17:00","2022","03","21","17:00","7.4","","-4.0","","44","","","M","31","","21","","","M","99.68","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 18:00","2022","03","21","18:00","5.8","","-4.5","","48","","","M","31","","25","","","M","99.71","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 19:00","2022","03","21","19:00","4.4","","-7.2","","43","","","M","32","","26","","","M","99.79","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 20:00","2022","03","21","20:00","3.1","","-7.3","","47","","","M","31","","24","","","M","99.87","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 21:00","2022","03","21","21:00","2.4","","-7.6","","48","","","M","31","","26","","","M","99.91","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 22:00","2022","03","21","22:00","1.2","","-6.2","","58","","","M","30","","17","","","M","99.97","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-21 23:00","2022","03","21","23:00","1.0","","-6.6","","57","","","M","30","","18","","","M","99.97","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 00:00","2022","03","22","00:00","0.3","","-6.6","","60","","","M","30","","12","","","M","99.97","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 01:00","2022","03","22","01:00","0.4","","-7.3","","57","","","M","31","","11","","","M","100.03","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 02:00","2022","03","22","02:00","-0.7","","-6.8","","63","","","M","32","","15","","","M","100.05","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 03:00","2022","03","22","03:00","-1.1","","-7.5","","62","","","M","30","","9","","","M","100.05","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 04:00","2022","03","22","04:00","-2.0","","-6.1","","73","","","M","27","","9","","","M","100.15","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 05:00","2022","03","22","05:00","-2.9","","-6.5","","76","","","M","30","","11","","","M","100.16","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 06:00","2022","03","22","06:00","-2.7","","-7.4","","70","","","M","29","","10","","","M","100.17","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 07:00","2022","03","22","07:00","-1.8","","-6.8","","69","","","M","21","","4","","","M","100.22","","","","-3","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 08:00","2022","03","22","08:00","-0.6","","-9.5","","51","","","M","30","","10","","","M","100.30","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 09:00","2022","03","22","09:00","1.4","","-11.2","","39","","","M","31","","11","","","M","100.37","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 10:00","2022","03","22","10:00","2.6","","-13.0","","31","","","M","34","","7","","","M","100.34","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 11:00","2022","03","22","11:00","3.6","","-13.0","","29","","","M","14","","7","","","M","100.31","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 12:00","2022","03","22","12:00","5.7","","-10.9","","29","","","M","14","","4","","","M","100.27","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 13:00","2022","03","22","13:00","6.1","","-15.2","","20","","","M","4","","9","","","M","100.22","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 14:00","2022","03","22","14:00","6.4","","-14.9","","20","","","M","26","","4","","","M","100.13","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 15:00","2022","03","22","15:00","6.2","","-8.4","","34","","","M","15","","14","","","M","100.04","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 16:00","2022","03","22","16:00","5.7","","-9.3","","33","","","M","16","","10","","","M","100.08","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 17:00","2022","03","22","17:00","5.8","","-9.1","","34","","","M","16","","10","","","M","100.06","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 18:00","2022","03","22","18:00","4.5","","-10.3","","33","","","M","15","","12","","","M","100.00","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 19:00","2022","03","22","19:00","2.7","","-11.3","","35","","","M","18","","8","","","M","100.07","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 20:00","2022","03","22","20:00","2.1","","-10.7","","38","","","M","1","","9","","","M","100.06","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 21:00","2022","03","22","21:00","2.0","","-8.4","","46","","","M","36","","8","","","M","100.06","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 22:00","2022","03","22","22:00","1.6","","-8.6","","47","","","M","0","","1","","","M","100.05","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-22 23:00","2022","03","22","23:00","1.5","","-8.8","","46","","","M","4","","10","","","M","99.97","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 00:00","2022","03","23","00:00","2.0","","-10.3","","40","","","M","15","","3","","","M","99.95","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 01:00","2022","03","23","01:00","2.0","","-10.2","","40","","","M","15","","10","","","M","99.96","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 02:00","2022","03","23","02:00","1.8","","-7.5","","50","","","M","15","","12","","","M","99.99","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 03:00","2022","03","23","03:00","1.8","","-6.2","","56","","","M","16","","13","","","M","99.91","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 04:00","2022","03","23","04:00","1.7","","-5.4","","59","","","M","13","","10","","","M","99.87","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 05:00","2022","03","23","05:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 06:00","2022","03","23","06:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 07:00","2022","03","23","07:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 08:00","2022","03","23","08:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 09:00","2022","03","23","09:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 10:00","2022","03","23","10:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 11:00","2022","03","23","11:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 12:00","2022","03","23","12:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 13:00","2022","03","23","13:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 14:00","2022","03","23","14:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 15:00","2022","03","23","15:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 16:00","2022","03","23","16:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 17:00","2022","03","23","17:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 18:00","2022","03","23","18:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 19:00","2022","03","23","19:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 20:00","2022","03","23","20:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 21:00","2022","03","23","21:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 22:00","2022","03","23","22:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-23 23:00","2022","03","23","23:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 00:00","2022","03","24","00:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 01:00","2022","03","24","01:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 02:00","2022","03","24","02:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 03:00","2022","03","24","03:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 04:00","2022","03","24","04:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 05:00","2022","03","24","05:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 06:00","2022","03","24","06:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 07:00","2022","03","24","07:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 08:00","2022","03","24","08:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 09:00","2022","03","24","09:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 10:00","2022","03","24","10:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 11:00","2022","03","24","11:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 12:00","2022","03","24","12:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 13:00","2022","03","24","13:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 14:00","2022","03","24","14:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 15:00","2022","03","24","15:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 16:00","2022","03","24","16:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 17:00","2022","03","24","17:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 18:00","2022","03","24","18:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 19:00","2022","03","24","19:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2022-03-24 20:00","2022","03","24","20:00"
